status,fix_id,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_nome,away_team_logo,rod_num
Final,193024,1307,CRB,https://frontendapiapp.blob.core.windows.net/images/88x88/crb.png,1172,Sport,https://frontendapiapp.blob.core.windows.net/images/88x88/sport.png,1
Final,193025,3174,Floresta,https://frontendapiapp.blob.core.windows.net/images/88x88/floresta.png,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,1
Final,193026,1297,Ceará,https://frontendapiapp.blob.core.windows.net/images/88x88/ceara.png,2574,Globo,https://frontendapiapp.blob.core.windows.net/images/88x88/globo_fc.png,1
Final,193027,1222,Náutico,https://frontendapiapp.blob.core.windows.net/images/88x88/nautico.png,1411,Campinense,https://frontendapiapp.blob.core.windows.net/images/88x88/campinense.png,1
Final,193028,1074,Botafogo-PB,https://frontendapiapp.blob.core.windows.net/images/88x88/botafogo-pb.png,1086,Sergipe,https://frontendapiapp.blob.core.windows.net/images/88x88/sergipe.png,1
Final,193029,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,1540,Sampaio Corrêa,https://frontendapiapp.blob.core.windows.net/images/88x88/sampaio-correa.png,1
Final,193030,1532,Sousa-PB,https://frontendapiapp.blob.core.windows.net/images/88x88/sousa.png,1412,CSA,https://frontendapiapp.blob.core.windows.net/images/88x88/csa.png,1
Final,193031,2972,Altos-PI,https://frontendapiapp.blob.core.windows.net/images/88x88/altos-fc.png,2142,Atlético de Alagoinhas,https://frontendapiapp.blob.core.windows.net/images/88x88/alagoinhas.png,1
Final,193056,1411,Campinense,https://frontendapiapp.blob.core.windows.net/images/88x88/campinense.png,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,2
Final,193057,1172,Sport,https://frontendapiapp.blob.core.windows.net/images/88x88/sport.png,1222,Náutico,https://frontendapiapp.blob.core.windows.net/images/88x88/nautico.png,2
Final,193058,1086,Sergipe,https://frontendapiapp.blob.core.windows.net/images/88x88/sergipe.png,1297,Ceará,https://frontendapiapp.blob.core.windows.net/images/88x88/ceara.png,2
Final,193059,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,1532,Sousa-PB,https://frontendapiapp.blob.core.windows.net/images/88x88/sousa.png,2
Final,193060,1540,Sampaio Corrêa,https://frontendapiapp.blob.core.windows.net/images/88x88/sampaio-correa.png,2972,Altos-PI,https://frontendapiapp.blob.core.windows.net/images/88x88/altos-fc.png,2
Final,193061,2142,Atlético de Alagoinhas,https://frontendapiapp.blob.core.windows.net/images/88x88/alagoinhas.png,1307,CRB,https://frontendapiapp.blob.core.windows.net/images/88x88/crb.png,2
Final,193062,2574,Globo,https://frontendapiapp.blob.core.windows.net/images/88x88/globo_fc.png,3174,Floresta,https://frontendapiapp.blob.core.windows.net/images/88x88/floresta.png,2
Final,193063,1412,CSA,https://frontendapiapp.blob.core.windows.net/images/88x88/csa.png,1074,Botafogo-PB,https://frontendapiapp.blob.core.windows.net/images/88x88/botafogo-pb.png,2
Final,193064,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,1297,Ceará,https://frontendapiapp.blob.core.windows.net/images/88x88/ceara.png,3
Final,193065,1540,Sampaio Corrêa,https://frontendapiapp.blob.core.windows.net/images/88x88/sampaio-correa.png,1222,Náutico,https://frontendapiapp.blob.core.windows.net/images/88x88/nautico.png,3
Final,193066,1086,Sergipe,https://frontendapiapp.blob.core.windows.net/images/88x88/sergipe.png,2972,Altos-PI,https://frontendapiapp.blob.core.windows.net/images/88x88/altos-fc.png,3
Final,193067,1172,Sport,https://frontendapiapp.blob.core.windows.net/images/88x88/sport.png,1532,Sousa-PB,https://frontendapiapp.blob.core.windows.net/images/88x88/sousa.png,3
Final,193068,1411,Campinense,https://frontendapiapp.blob.core.windows.net/images/88x88/campinense.png,1307,CRB,https://frontendapiapp.blob.core.windows.net/images/88x88/crb.png,3
