fix_id,scout_id,idPlayer,nomePlayer,team_id,idPlayerDestino,nome,scout_name,team_name,qtd
193024,1,11605,Gum,1307,42951,Diego Torres,Lançamentos,CRB,1
193024,1,11605,Gum,1307,61864,Guilherme Romão,Lançamentos,CRB,1
193024,1,11605,Gum,1307,76644,Alan James,Lançamentos,CRB,1
193024,1,18865,Diogo Silva,1307,62953,Maycon Douglas,Lançamentos,CRB,1
193024,1,18865,Diogo Silva,1307,76644,Alan James,Lançamentos,CRB,3
193024,1,27907,Claudinei,1307,62953,Maycon Douglas,Lançamentos,CRB,2
193024,1,61864,Guilherme Romão,1307,62953,Maycon Douglas,Lançamentos,CRB,1
193024,1,62021,Maílson,1172,23724,Ray Venegas,Lançamentos,Sport,1
193024,1,62021,Maílson,1172,35056,Everton Felipe,Lançamentos,Sport,1
193024,1,62021,Maílson,1172,71711,Mikael,Lançamentos,Sport,2
193024,1,80477,Alê Santos,1172,35056,Everton Felipe,Lançamentos,Sport,1
193024,2,11605,Gum,1307,18865,Diogo Silva,Passes,CRB,6
193024,2,11605,Gum,1307,27907,Claudinei,Passes,CRB,5
193024,2,11605,Gum,1307,42951,Diego Torres,Passes,CRB,1
193024,2,11605,Gum,1307,46183,Gilvan,Passes,CRB,10
193024,2,11605,Gum,1307,50789,Yago,Passes,CRB,8
193024,2,11605,Gum,1307,51682,Reginaldo,Passes,CRB,9
193024,2,11605,Gum,1307,61864,Guilherme Romão,Passes,CRB,2
193024,2,11605,Gum,1307,62953,Maycon Douglas,Passes,CRB,1
193024,2,11605,Gum,1307,67172,Marcinho,Passes,CRB,3
193024,2,11605,Gum,1307,74367,Nicolas Careca,Passes,CRB,3
193024,2,18865,Diogo Silva,1307,11605,Gum,Passes,CRB,8
193024,2,18865,Diogo Silva,1307,46183,Gilvan,Passes,CRB,2
193024,2,18865,Diogo Silva,1307,51682,Reginaldo,Passes,CRB,1
193024,2,18865,Diogo Silva,1307,61864,Guilherme Romão,Passes,CRB,2
193024,2,23724,Ray Venegas,1172,35056,Everton Felipe,Passes,Sport,1
193024,2,23724,Ray Venegas,1172,50670,Rafael Thyere,Passes,Sport,1
193024,2,23724,Ray Venegas,1172,63756,Pedro,Passes,Sport,3
193024,2,23724,Ray Venegas,1172,71647,Denner,Passes,Sport,2
193024,2,23724,Ray Venegas,1172,71711,Mikael,Passes,Sport,2
193024,2,23724,Ray Venegas,1172,80475,Luciano Juba,Passes,Sport,5
193024,2,23724,Ray Venegas,1172,80477,Alê Santos,Passes,Sport,1
193024,2,23724,Ray Venegas,1172,85703,Renzo,Passes,Sport,1
193024,2,27907,Claudinei,1307,11605,Gum,Passes,CRB,7
193024,2,27907,Claudinei,1307,18865,Diogo Silva,Passes,CRB,2
193024,2,27907,Claudinei,1307,42951,Diego Torres,Passes,CRB,2
193024,2,27907,Claudinei,1307,45799,Jean Patrick,Passes,CRB,1
193024,2,27907,Claudinei,1307,46183,Gilvan,Passes,CRB,5
193024,2,27907,Claudinei,1307,50789,Yago,Passes,CRB,3
193024,2,27907,Claudinei,1307,61864,Guilherme Romão,Passes,CRB,4
193024,2,27907,Claudinei,1307,67172,Marcinho,Passes,CRB,1
193024,2,35056,Everton Felipe,1172,23724,Ray Venegas,Passes,Sport,2
193024,2,35056,Everton Felipe,1172,50670,Rafael Thyere,Passes,Sport,2
193024,2,35056,Everton Felipe,1172,62021,Maílson,Passes,Sport,1
193024,2,35056,Everton Felipe,1172,63756,Pedro,Passes,Sport,3
193024,2,35056,Everton Felipe,1172,71647,Denner,Passes,Sport,2
193024,2,35056,Everton Felipe,1172,80475,Luciano Juba,Passes,Sport,2
193024,2,35056,Everton Felipe,1172,80477,Alê Santos,Passes,Sport,1
193024,2,35056,Everton Felipe,1172,85703,Renzo,Passes,Sport,1
193024,2,35056,Everton Felipe,1172,89921,Diego ,Passes,Sport,3
193024,2,38427,Raul Prata,1307,11605,Gum,Passes,CRB,1
193024,2,38427,Raul Prata,1307,42951,Diego Torres,Passes,CRB,1
193024,2,38427,Raul Prata,1307,51682,Reginaldo,Passes,CRB,1
193024,2,42951,Diego Torres,1307,11605,Gum,Passes,CRB,5
193024,2,42951,Diego Torres,1307,27907,Claudinei,Passes,CRB,1
193024,2,42951,Diego Torres,1307,38427,Raul Prata,Passes,CRB,2
193024,2,42951,Diego Torres,1307,45799,Jean Patrick,Passes,CRB,2
193024,2,42951,Diego Torres,1307,46183,Gilvan,Passes,CRB,2
193024,2,42951,Diego Torres,1307,50789,Yago,Passes,CRB,1
193024,2,42951,Diego Torres,1307,51682,Reginaldo,Passes,CRB,1
193024,2,42951,Diego Torres,1307,61864,Guilherme Romão,Passes,CRB,3
193024,2,42951,Diego Torres,1307,62953,Maycon Douglas,Passes,CRB,1
193024,2,42951,Diego Torres,1307,67172,Marcinho,Passes,CRB,1
193024,2,42951,Diego Torres,1307,76644,Alan James,Passes,CRB,1
193024,2,45799,Jean Patrick,1307,11605,Gum,Passes,CRB,1
193024,2,45799,Jean Patrick,1307,51682,Reginaldo,Passes,CRB,2
193024,2,45799,Jean Patrick,1307,67172,Marcinho,Passes,CRB,1
193024,2,45799,Jean Patrick,1307,67237,Marthã,Passes,CRB,1
193024,2,46183,Gilvan,1307,11605,Gum,Passes,CRB,6
193024,2,46183,Gilvan,1307,18865,Diogo Silva,Passes,CRB,3
193024,2,46183,Gilvan,1307,27907,Claudinei,Passes,CRB,11
193024,2,46183,Gilvan,1307,42951,Diego Torres,Passes,CRB,1
193024,2,46183,Gilvan,1307,50789,Yago,Passes,CRB,1
193024,2,46183,Gilvan,1307,61864,Guilherme Romão,Passes,CRB,6
193024,2,46183,Gilvan,1307,67172,Marcinho,Passes,CRB,1
193024,2,50670,Rafael Thyere,1172,35056,Everton Felipe,Passes,Sport,2
193024,2,50670,Rafael Thyere,1172,62021,Maílson,Passes,Sport,2
193024,2,50670,Rafael Thyere,1172,63756,Pedro,Passes,Sport,3
193024,2,50670,Rafael Thyere,1172,67471,Jaderson,Passes,Sport,1
193024,2,50670,Rafael Thyere,1172,71360,Alanzinho,Passes,Sport,2
193024,2,50670,Rafael Thyere,1172,71647,Denner,Passes,Sport,4
193024,2,50670,Rafael Thyere,1172,80475,Luciano Juba,Passes,Sport,1
193024,2,50670,Rafael Thyere,1172,80477,Alê Santos,Passes,Sport,11
193024,2,50670,Rafael Thyere,1172,85701,Paulinho,Passes,Sport,2
193024,2,50670,Rafael Thyere,1172,85703,Renzo,Passes,Sport,28
193024,2,50670,Rafael Thyere,1172,89921,Diego ,Passes,Sport,3
193024,2,50789,Yago,1307,11605,Gum,Passes,CRB,4
193024,2,50789,Yago,1307,27907,Claudinei,Passes,CRB,1
193024,2,50789,Yago,1307,42951,Diego Torres,Passes,CRB,2
193024,2,50789,Yago,1307,46183,Gilvan,Passes,CRB,4
193024,2,50789,Yago,1307,51682,Reginaldo,Passes,CRB,4
193024,2,50789,Yago,1307,61864,Guilherme Romão,Passes,CRB,2
193024,2,50789,Yago,1307,67172,Marcinho,Passes,CRB,4
193024,2,51682,Reginaldo,1307,11605,Gum,Passes,CRB,11
193024,2,51682,Reginaldo,1307,18865,Diogo Silva,Passes,CRB,1
193024,2,51682,Reginaldo,1307,27907,Claudinei,Passes,CRB,1
193024,2,51682,Reginaldo,1307,42951,Diego Torres,Passes,CRB,4
193024,2,51682,Reginaldo,1307,46183,Gilvan,Passes,CRB,1
193024,2,51682,Reginaldo,1307,50789,Yago,Passes,CRB,3
193024,2,51682,Reginaldo,1307,62953,Maycon Douglas,Passes,CRB,2
193024,2,51682,Reginaldo,1307,67172,Marcinho,Passes,CRB,4
193024,2,51682,Reginaldo,1307,74367,Nicolas Careca,Passes,CRB,1
193024,2,61864,Guilherme Romão,1307,18865,Diogo Silva,Passes,CRB,2
193024,2,61864,Guilherme Romão,1307,27907,Claudinei,Passes,CRB,4
