fix_id,scout_id,scout_name,player_name,team_id,scout_correct,scout_wrong,team_name
193024,2,Passes,Alan James,1307,2,1,CRB
193024,2,Passes,Bryan,1307,1,0,CRB
193024,2,Passes,Claudinei,1307,25,2,CRB
193024,2,Passes,Diego Torres,1307,20,1,CRB
193024,2,Passes,Diogo Silva,1307,13,1,CRB
193024,2,Passes,Gilvan,1307,29,2,CRB
193024,2,Passes,Guilherme Romão,1307,22,8,CRB
193024,2,Passes,Gum,1307,49,3,CRB
193024,2,Passes,Jean Patrick,1307,5,0,CRB
193024,2,Passes,Marcinho,1307,20,1,CRB
193024,2,Passes,Marthã,1307,3,0,CRB
193024,2,Passes,Maycon Douglas,1307,7,6,CRB
193024,2,Passes,Nicolas Careca,1307,6,3,CRB
193024,2,Passes,Raul Prata,1307,3,1,CRB
193024,2,Passes,Reginaldo,1307,28,5,CRB
193024,2,Passes,Yago,1307,21,8,CRB
193024,2,Passes,Adryan,1172,3,0,Sport
193024,2,Passes,Alanzinho,1172,10,1,Sport
193024,2,Passes,Alê Santos,1172,32,5,Sport
193024,2,Passes,Denner,1172,29,6,Sport
193024,2,Passes,Diego ,1172,13,5,Sport
193024,2,Passes,Everton Felipe,1172,17,7,Sport
193024,2,Passes,Jaderson,1172,10,4,Sport
193024,2,Passes,Luciano Juba,1172,46,8,Sport
193024,2,Passes,Maílson,1172,9,1,Sport
193024,2,Passes,Mikael,1172,10,4,Sport
193024,2,Passes,Paulinho,1172,6,2,Sport
193024,2,Passes,Pedro,1172,29,1,Sport
193024,2,Passes,Rafael Thyere,1172,59,2,Sport
193024,2,Passes,Ray Venegas,1172,17,1,Sport
193024,2,Passes,Renzo,1172,55,1,Sport
193024,3,Finalizações,Diego Torres,1307,1,3,CRB
193024,3,Finalizações,Guilherme Romão,1307,0,2,CRB
193024,3,Finalizações,Marcinho,1307,1,0,CRB
193024,3,Finalizações,Maycon Douglas,1307,0,2,CRB
193024,3,Finalizações,Nicolas Careca,1307,0,1,CRB
193024,3,Finalizações,Alê Santos,1172,0,1,Sport
193024,3,Finalizações,Everton Felipe,1172,0,2,Sport
193024,3,Finalizações,Jaderson,1172,1,2,Sport
193024,3,Finalizações,Luciano Juba,1172,0,1,Sport
193024,3,Finalizações,Mikael,1172,2,4,Sport
193024,3,Finalizações,Ray Venegas,1172,1,0,Sport
193024,5,Desarmes,Bryan,1307,1,0,CRB
193024,5,Desarmes,Claudinei,1307,1,0,CRB
193024,5,Desarmes,Diego Torres,1307,2,0,CRB
193024,5,Desarmes,Gilvan,1307,1,0,CRB
193024,5,Desarmes,Guilherme Romão,1307,1,0,CRB
193024,5,Desarmes,Gum,1307,1,0,CRB
193024,5,Desarmes,Marcinho,1307,2,0,CRB
193024,5,Desarmes,Marthã,1307,2,0,CRB
193024,5,Desarmes,Maycon Douglas,1307,5,0,CRB
193024,5,Desarmes,Nicolas Careca,1307,1,0,CRB
193024,5,Desarmes,Raul Prata,1307,1,0,CRB
193024,5,Desarmes,Yago,1307,1,0,CRB
193024,5,Desarmes,Alê Santos,1172,1,0,Sport
193024,5,Desarmes,Diego ,1172,3,0,Sport
193024,5,Desarmes,Jaderson,1172,1,0,Sport
193024,5,Desarmes,Luciano Juba,1172,2,2,Sport
193024,5,Desarmes,Ray Venegas,1172,1,0,Sport
193024,14,Cruzamentos,Alan James,1307,0,2,CRB
193024,14,Cruzamentos,Diego Torres,1307,0,2,CRB
193024,14,Cruzamentos,Guilherme Romão,1307,0,3,CRB
193024,14,Cruzamentos,Marcinho,1307,0,2,CRB
193024,14,Cruzamentos,Maycon Douglas,1307,0,1,CRB
193024,14,Cruzamentos,Nicolas Careca,1307,0,1,CRB
193024,14,Cruzamentos,Raul Prata,1307,1,3,CRB
193024,14,Cruzamentos,Reginaldo,1307,1,2,CRB
193024,14,Cruzamentos,Alanzinho,1172,0,2,Sport
193024,14,Cruzamentos,Denner,1172,0,1,Sport
193024,14,Cruzamentos,Everton Felipe,1172,0,3,Sport
193024,14,Cruzamentos,Jaderson,1172,0,1,Sport
193024,14,Cruzamentos,Luciano Juba,1172,3,7,Sport
193024,14,Cruzamentos,Ray Venegas,1172,1,1,Sport
193024,1,Lançamentos,Claudinei,1307,2,2,CRB
193024,1,Lançamentos,Diogo Silva,1307,4,13,CRB
193024,1,Lançamentos,Gilvan,1307,0,7,CRB
193024,1,Lançamentos,Guilherme Romão,1307,1,3,CRB
193024,1,Lançamentos,Gum,1307,3,3,CRB
193024,1,Lançamentos,Yago,1307,0,1,CRB
193024,1,Lançamentos,Alê Santos,1172,1,1,Sport
193024,1,Lançamentos,Everton Felipe,1172,0,1,Sport
193024,1,Lançamentos,Maílson,1172,4,3,Sport
193024,1,Lançamentos,Rafael Thyere,1172,0,2,Sport
193024,1,Lançamentos,Renzo,1172,0,1,Sport
193024,24,Interceptações,Diego Torres,1307,1,0,CRB
193024,24,Interceptações,Maycon Douglas,1307,1,0,CRB
193024,24,Interceptações,Diego ,1172,0,1,Sport
193024,24,Interceptações,Luciano Juba,1172,3,0,Sport
193024,4,Dribles,Claudinei,1307,0,1,CRB
193024,4,Dribles,Diego Torres,1307,1,0,CRB
193024,4,Dribles,Marcinho,1307,3,0,CRB
193024,4,Dribles,Maycon Douglas,1307,3,0,CRB
193024,4,Dribles,Nicolas Careca,1307,1,1,CRB
193024,4,Dribles,Reginaldo,1307,1,0,CRB
193024,4,Dribles,Everton Felipe,1172,0,1,Sport
193024,4,Dribles,Luciano Juba,1172,1,0,Sport
193024,4,Dribles,Mikael,1172,0,1,Sport
193024,4,Dribles,Claudinei,1307,0,1,CRB
193024,4,Dribles,Diego Torres,1307,1,0,CRB
193024,4,Dribles,Marcinho,1307,3,0,CRB
193024,4,Dribles,Maycon Douglas,1307,3,0,CRB
193024,4,Dribles,Nicolas Careca,1307,1,1,CRB
193024,4,Dribles,Reginaldo,1307,1,0,CRB
193024,4,Dribles,Everton Felipe,1172,0,1,Sport
193024,4,Dribles,Luciano Juba,1172,1,0,Sport
193024,4,Dribles,Mikael,1172,0,1,Sport
193024,22,Viradas de jogo,Luciano Juba,1172,1,0,Sport
193024,20,Posse de bola,Alan James,1307,18,0,CRB
193024,20,Posse de bola,Bryan,1307,16,0,CRB
193024,20,Posse de bola,Claudinei,1307,89,0,CRB
193024,20,Posse de bola,Diego Torres,1307,102,0,CRB
193024,20,Posse de bola,Diogo Silva,1307,137,0,CRB
193024,20,Posse de bola,Gilvan,1307,153,0,CRB
193024,20,Posse de bola,Guilherme Romão,1307,124,0,CRB
193024,20,Posse de bola,Gum,1307,165,0,CRB
193024,20,Posse de bola,Jean Patrick,1307,12,0,CRB
193024,20,Posse de bola,Marcinho,1307,78,0,CRB
193024,20,Posse de bola,Marthã,1307,10,0,CRB
193024,20,Posse de bola,Maycon Douglas,1307,69,0,CRB
193024,20,Posse de bola,Nicolas Careca,1307,41,0,CRB
193024,20,Posse de bola,Raul Prata,1307,24,0,CRB
193024,20,Posse de bola,Reginaldo,1307,110,0,CRB
193024,20,Posse de bola,Yago,1307,70,0,CRB
193024,20,Posse de bola,Adryan,1172,10,0,Sport
193024,20,Posse de bola,Alanzinho,1172,40,0,Sport
193024,20,Posse de bola,Alê Santos,1172,107,0,Sport
193024,20,Posse de bola,Denner,1172,98,0,Sport
193024,20,Posse de bola,Diego ,1172,65,0,Sport
193024,20,Posse de bola,Everton Felipe,1172,80,0,Sport
193024,20,Posse de bola,Jaderson,1172,53,0,Sport
193024,20,Posse de bola,Luciano Juba,1172,172,0,Sport
193024,20,Posse de bola,Maílson,1172,53,0,Sport
193024,20,Posse de bola,Mikael,1172,76,0,Sport
193024,20,Posse de bola,Paulinho,1172,22,0,Sport
193024,20,Posse de bola,Pedro,1172,84,0,Sport
193024,20,Posse de bola,Rafael Thyere,1172,163,0,Sport
193024,20,Posse de bola,Ray Venegas,1172,70,0,Sport
193024,20,Posse de bola,Renzo,1172,155,0,Sport
193024,8,Gols,Marcinho,1307,1,0,CRB
193024,28,Assistências para finalização,Guilherme Romão,1307,1,0,CRB
193024,28,Assistências para finalização,Maycon Douglas,1307,1,0,CRB
193024,28,Assistências para finalização,Raul Prata,1307,1,0,CRB
193024,28,Assistências para finalização,Reginaldo,1307,2,0,CRB
193024,28,Assistências para finalização,Denner,1172,2,0,Sport
193024,28,Assistências para finalização,Luciano Juba,1172,4,0,Sport
193024,28,Assistências para finalização,Mikael,1172,1,0,Sport
193024,28,Assistências para finalização,Paulinho,1172,1,0,Sport
193024,28,Assistências para finalização,Ray Venegas,1172,1,0,Sport
193024,27,Assistências,Maycon Douglas,1307,1,0,CRB
193024,15,Defesas,Bryan,1307,1,0,CRB
193024,15,Defesas,Diogo Silva,1307,4,0,CRB
193024,15,Defesas,Gilvan,1307,2,0,CRB
193024,15,Defesas,Guilherme Romão,1307,2,0,CRB
193024,15,Defesas,Maílson,1172,1,0,Sport
193024,15,Defesas,Rafael Thyere,1172,1,0,Sport
193024,15,Defesas,Renzo,1172,2,0,Sport
193024,19,Rebatidas,Claudinei,1307,4,0,CRB
193024,19,Rebatidas,Diego Torres,1307,1,0,CRB
193024,19,Rebatidas,Diogo Silva,1307,1,0,CRB
193024,19,Rebatidas,Gilvan,1307,9,0,CRB
193024,19,Rebatidas,Guilherme Romão,1307,2,0,CRB
193024,19,Rebatidas,Gum,1307,9,0,CRB
193024,19,Rebatidas,Jean Patrick,1307,1,0,CRB
193024,19,Rebatidas,Nicolas Careca,1307,1,0,CRB
193024,19,Rebatidas,Reginaldo,1307,5,0,CRB
193024,19,Rebatidas,Yago,1307,2,0,CRB
193024,19,Rebatidas,Alê Santos,1172,4,0,Sport
193024,19,Rebatidas,Denner,1172,1,0,Sport
193024,19,Rebatidas,Diego ,1172,5,0,Sport
193024,19,Rebatidas,Everton Felipe,1172,2,0,Sport
193024,19,Rebatidas,Jaderson,1172,1,0,Sport
193024,19,Rebatidas,Luciano Juba,1172,6,0,Sport
193024,19,Rebatidas,Mikael,1172,3,0,Sport
193024,19,Rebatidas,Paulinho,1172,1,0,Sport
193024,19,Rebatidas,Pedro,1172,5,0,Sport
193024,19,Rebatidas,Rafael Thyere,1172,10,0,Sport
193024,19,Rebatidas,Ray Venegas,1172,1,0,Sport
193024,19,Rebatidas,Renzo,1172,9,0,Sport
193024,6,Faltas cometidas,Alan James,1307,2,0,CRB
193024,6,Faltas cometidas,Claudinei,1307,3,0,CRB
193024,6,Faltas cometidas,Gilvan,1307,4,0,CRB
193024,6,Faltas cometidas,Guilherme Romão,1307,1,0,CRB
193024,6,Faltas cometidas,Gum,1307,1,0,CRB
193024,6,Faltas cometidas,Marcinho,1307,2,0,CRB
193024,6,Faltas cometidas,Nicolas Careca,1307,2,0,CRB
193024,6,Faltas cometidas,Raul Prata,1307,2,0,CRB
193024,6,Faltas cometidas,Yago,1307,1,0,CRB
193024,6,Faltas cometidas,Alanzinho,1172,1,0,Sport
193024,6,Faltas cometidas,Alê Santos,1172,1,0,Sport
193024,6,Faltas cometidas,Denner,1172,3,0,Sport
193024,6,Faltas cometidas,Diego ,1172,1,0,Sport
193024,6,Faltas cometidas,Everton Felipe,1172,2,0,Sport
193024,6,Faltas cometidas,Luciano Juba,1172,1,0,Sport
193024,6,Faltas cometidas,Mikael,1172,1,0,Sport
193024,6,Faltas cometidas,Pedro,1172,4,0,Sport
193024,6,Faltas cometidas,Ray Venegas,1172,4,0,Sport
193024,7,Faltas sofridas,Claudinei,1307,2,0,CRB
193024,7,Faltas sofridas,Diego Torres,1307,5,0,CRB
193024,7,Faltas sofridas,Gilvan,1307,2,0,CRB
193024,7,Faltas sofridas,Guilherme Romão,1307,1,0,CRB
193024,7,Faltas sofridas,Gum,1307,1,0,CRB
193024,7,Faltas sofridas,Marcinho,1307,2,0,CRB
193024,7,Faltas sofridas,Maycon Douglas,1307,1,0,CRB
193024,7,Faltas sofridas,Reginaldo,1307,3,0,CRB
193024,7,Faltas sofridas,Yago,1307,1,0,CRB
193024,7,Faltas sofridas,Alanzinho,1172,1,0,Sport
193024,7,Faltas sofridas,Alê Santos,1172,2,0,Sport
193024,7,Faltas sofridas,Denner,1172,2,0,Sport
193024,7,Faltas sofridas,Everton Felipe,1172,2,0,Sport
193024,7,Faltas sofridas,Jaderson,1172,3,0,Sport
193024,7,Faltas sofridas,Luciano Juba,1172,2,0,Sport
193024,7,Faltas sofridas,Mikael,1172,3,0,Sport
193024,7,Faltas sofridas,Paulinho,1172,1,0,Sport
193024,7,Faltas sofridas,Ray Venegas,1172,2,0,Sport
193024,9,Impedimentos,Nicolas Careca,1307,1,0,CRB
193024,9,Impedimentos,Alanzinho,1172,1,0,Sport
193024,9,Impedimentos,Jaderson,1172,1,0,Sport
193024,9,Impedimentos,Ray Venegas,1172,1,0,Sport
193024,12,Perda da posse de bola,Alan James,1307,1,0,CRB
193024,12,Perda da posse de bola,Bryan,1307,1,0,CRB
193024,12,Perda da posse de bola,Diego Torres,1307,5,0,CRB
193024,12,Perda da posse de bola,Guilherme Romão,1307,2,0,CRB
193024,12,Perda da posse de bola,Marcinho,1307,3,0,CRB
193024,12,Perda da posse de bola,Maycon Douglas,1307,7,0,CRB
193024,12,Perda da posse de bola,Reginaldo,1307,4,0,CRB
193024,12,Perda da posse de bola,Adryan,1172,1,0,Sport
193024,12,Perda da posse de bola,Alanzinho,1172,2,0,Sport
193024,12,Perda da posse de bola,Alê Santos,1172,1,0,Sport
193024,12,Perda da posse de bola,Denner,1172,4,0,Sport
193024,12,Perda da posse de bola,Diego ,1172,3,0,Sport
193024,12,Perda da posse de bola,Everton Felipe,1172,2,0,Sport
193024,12,Perda da posse de bola,Mikael,1172,7,0,Sport
193024,12,Perda da posse de bola,Pedro,1172,3,0,Sport
193024,12,Perda da posse de bola,Ray Venegas,1172,2,0,Sport
193024,25,Cartões amarelos,Yago,1307,1,0,CRB
193024,25,Cartões amarelos,Alanzinho,1172,1,0,Sport
193024,25,Cartões amarelos,Everton Felipe,1172,1,0,Sport
193025,2,Passes,Alisson,3174,13,0,Floresta
193025,2,Passes,Athyrson,3174,11,4,Floresta
193025,2,Passes,Dudu,3174,13,3,Floresta
193025,2,Passes,Flávio Torres,3174,5,5,Floresta
193025,2,Passes,Jô,3174,17,6,Floresta
193025,2,Passes,Lito,3174,28,3,Floresta
193025,2,Passes,Marcão,3174,3,0,Floresta
